year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,J,Information Media and Telecommunications,a_0,Operating profit before tax,143,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,31,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,32,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,-46,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,27,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,13,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,24,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Operating profit before tax,974,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Operating profit before tax,1198,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Operating profit before tax,20139,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Operating profit before tax,1584,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Operating profit before tax,218,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Operating profit before tax,154,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Operating profit before tax,474,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Operating profit before tax,264,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Operating profit before tax,308,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Operating profit before tax,8193,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,31333,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,6701,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,732,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,110,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,139,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,135,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,79,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,235,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,203,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,8333,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,1860,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,941,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,328,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,494,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,694,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,333,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,422,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,41,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,5114,DOLLARS(millions)
2018,N,Administrative and Support Services,a_0,Operating profit before tax,286,DOLLARS(millions)
2018,N,Administrative and Support Services,b_1-5,Operating profit before tax,144,DOLLARS(millions)
2018,N,Administrative and Support Services,c_6-9,Operating profit before tax,73,DOLLARS(millions)
2018,N,Administrative and Support Services,d_10-19,Operating profit before tax,82,DOLLARS(millions)
2018,N,Administrative and Support Services,e_20-49,Operating profit before tax,113,DOLLARS(millions)
2018,N,Administrative and Support Services,f_50-99,Operating profit before tax,58,DOLLARS(millions)
2018,N,Administrative and Support Services,g_100-199,Operating profit before tax,63,DOLLARS(millions)
2018,N,Administrative and Support Services,h_200+,Operating profit before tax,227,DOLLARS(millions)
2018,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,1046,DOLLARS(millions)
2018,O,Public Administration and Safety,a_0,Operating profit before tax,13,DOLLARS(millions)
2018,O,Public Administration and Safety,b_1-5,Operating profit before tax,8,DOLLARS(millions)
2018,O,Public Administration and Safety,c_6-9,Operating profit before tax,5,DOLLARS(millions)
2018,O,Public Administration and Safety,d_10-19,Operating profit before tax,6,DOLLARS(millions)
2018,O,Public Administration and Safety,e_20-49,Operating profit before tax,12,DOLLARS(millions)
2018,O,Public Administration and Safety,f_50-99,Operating profit before tax,1,DOLLARS(millions)
2018,O,Public Administration and Safety,g_100-199,Operating profit before tax,3,DOLLARS(millions)
2018,O,Public Administration and Safety,h_200+,Operating profit before tax,44,DOLLARS(millions)
2018,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,91,DOLLARS(millions)
2018,P,Education and Training,a_0,Operating profit before tax,103,DOLLARS(millions)
2018,P,Education and Training,b_1-5,Operating profit before tax,55,DOLLARS(millions)
2018,P,Education and Training,c_6-9,Operating profit before tax,20,DOLLARS(millions)
2018,P,Education and Training,d_10-19,Operating profit before tax,40,DOLLARS(millions)
2018,P,Education and Training,e_20-49,Operating profit before tax,57,DOLLARS(millions)
2018,P,Education and Training,f_50-99,Operating profit before tax,5,DOLLARS(millions)
2018,P,Education and Training,g_100-199,Operating profit before tax,17,DOLLARS(millions)
2018,P,Education and Training,h_200+,Operating profit before tax,85,DOLLARS(millions)
2018,P,Education and Training,i_Industry_Total,Operating profit before tax,382,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,a_0,Operating profit before tax,716,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,314,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,84,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,133,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,232,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,71,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,213,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,324,DOLLARS(millions)
2018,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,2089,DOLLARS(millions)
2018,R,Arts and Recreation Services,a_0,Operating profit before tax,159,DOLLARS(millions)
2018,R,Arts and Recreation Services,b_1-5,Operating profit before tax,40,DOLLARS(millions)
2018,R,Arts and Recreation Services,c_6-9,Operating profit before tax,13,DOLLARS(millions)
2018,R,Arts and Recreation Services,d_10-19,Operating profit before tax,34,DOLLARS(millions)
2018,R,Arts and Recreation Services,f_50-99,Operating profit before tax,23,DOLLARS(millions)
2018,R,Arts and Recreation Services,h_200+,Operating profit before tax,427,DOLLARS(millions)
2018,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,1004,DOLLARS(millions)
2018,S,Other Services,a_0,Operating profit before tax,251,DOLLARS(millions)
2018,S,Other Services,b_1-5,Operating profit before tax,262,DOLLARS(millions)
2018,S,Other Services,c_6-9,Operating profit before tax,145,DOLLARS(millions)
2018,S,Other Services,d_10-19,Operating profit before tax,143,DOLLARS(millions)
2018,S,Other Services,e_20-49,Operating profit before tax,33,DOLLARS(millions)
2018,S,Other Services,f_50-99,Operating profit before tax,21,DOLLARS(millions)
2018,S,Other Services,g_100-199,Operating profit before tax,8,DOLLARS(millions)
2018,S,Other Services,h_200+,Operating profit before tax,23,DOLLARS(millions)
2018,S,Other Services,i_Industry_Total,Operating profit before tax,886,DOLLARS(millions)
2018,all,All Industries,j_Grand_Total,Operating profit before tax,86192,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,2125,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1752,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,462,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,293,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,211,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,144,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,38,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,137,DOLLARS(millions)
2019,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5161,DOLLARS(millions)
2019,B,Mining,a_0,Operating profit before tax,396,DOLLARS(millions)
2019,B,Mining,c_6-9,Operating profit before tax,6,DOLLARS(millions)
2019,B,Mining,d_10-19,Operating profit before tax,0,DOLLARS(millions)
2019,B,Mining,e_20-49,Operating profit before tax,12,DOLLARS(millions)
2019,C,Manufacturing,a_0,Operating profit before tax,272,DOLLARS(millions)
2019,C,Manufacturing,b_1-5,Operating profit before tax,306,DOLLARS(millions)
2019,C,Manufacturing,c_6-9,Operating profit before tax,250,DOLLARS(millions)
2019,C,Manufacturing,d_10-19,Operating profit before tax,328,DOLLARS(millions)
2019,C,Manufacturing,e_20-49,Operating profit before tax,746,DOLLARS(millions)
2019,C,Manufacturing,f_50-99,Operating profit before tax,843,DOLLARS(millions)
2019,C,Manufacturing,g_100-199,Operating profit before tax,835,DOLLARS(millions)
2019,C,Manufacturing,h_200+,Operating profit before tax,4368,DOLLARS(millions)
2019,C,Manufacturing,i_Industry_Total,Operating profit before tax,7948,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,223,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,33,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,17,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,25,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,55,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,44,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,165,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,2064,DOLLARS(millions)
2019,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2626,DOLLARS(millions)
2019,E,Construction,a_0,Operating profit before tax,1722,DOLLARS(millions)
2019,E,Construction,b_1-5,Operating profit before tax,1096,DOLLARS(millions)
2019,E,Construction,c_6-9,Operating profit before tax,341,DOLLARS(millions)
2019,E,Construction,d_10-19,Operating profit before tax,513,DOLLARS(millions)
2019,E,Construction,e_20-49,Operating profit before tax,509,DOLLARS(millions)
2019,E,Construction,f_50-99,Operating profit before tax,361,DOLLARS(millions)
2019,E,Construction,g_100-199,Operating profit before tax,363,DOLLARS(millions)
2019,E,Construction,h_200+,Operating profit before tax,358,DOLLARS(millions)
2019,E,Construction,i_Industry_Total,Operating profit before tax,5263,DOLLARS(millions)
2019,F,Wholesale Trade,a_0,Operating profit before tax,483,DOLLARS(millions)
2019,F,Wholesale Trade,b_1-5,Operating profit before tax,549,DOLLARS(millions)
2019,F,Wholesale Trade,c_6-9,Operating profit before tax,320,DOLLARS(millions)
2019,F,Wholesale Trade,d_10-19,Operating profit before tax,688,DOLLARS(millions)
2019,F,Wholesale Trade,e_20-49,Operating profit before tax,870,DOLLARS(millions)
2019,F,Wholesale Trade,f_50-99,Operating profit before tax,637,DOLLARS(millions)
2019,F,Wholesale Trade,g_100-199,Operating profit before tax,261,DOLLARS(millions)
2019,F,Wholesale Trade,h_200+,Operating profit before tax,875,DOLLARS(millions)
2019,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4683,DOLLARS(millions)
2019,G,Retail Trade,a_0,Operating profit before tax,241,DOLLARS(millions)
2019,G,Retail Trade,b_1-5,Operating profit before tax,248,DOLLARS(millions)
2019,G,Retail Trade,c_6-9,Operating profit before tax,151,DOLLARS(millions)
2019,G,Retail Trade,d_10-19,Operating profit before tax,379,DOLLARS(millions)
2019,G,Retail Trade,e_20-49,Operating profit before tax,356,DOLLARS(millions)
2019,G,Retail Trade,f_50-99,Operating profit before tax,217,DOLLARS(millions)
2019,G,Retail Trade,g_100-199,Operating profit before tax,346,DOLLARS(millions)
2019,G,Retail Trade,h_200+,Operating profit before tax,1532,DOLLARS(millions)
2019,G,Retail Trade,i_Industry_Total,Operating profit before tax,3470,DOLLARS(millions)
2019,H,Accommodation and Food Services,a_0,Operating profit before tax,133,DOLLARS(millions)
2019,H,Accommodation and Food Services,b_1-5,Operating profit before tax,111,DOLLARS(millions)
2019,H,Accommodation and Food Services,c_6-9,Operating profit before tax,49,DOLLARS(millions)
2019,H,Accommodation and Food Services,d_10-19,Operating profit before tax,87,DOLLARS(millions)
2019,H,Accommodation and Food Services,e_20-49,Operating profit before tax,181,DOLLARS(millions)
2019,H,Accommodation and Food Services,f_50-99,Operating profit before tax,138,DOLLARS(millions)
2019,H,Accommodation and Food Services,g_100-199,Operating profit before tax,129,DOLLARS(millions)
2019,H,Accommodation and Food Services,h_200+,Operating profit before tax,342,DOLLARS(millions)
2019,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1170,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,279,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,199,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,85,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,125,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,137,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,217,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,153,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1348,DOLLARS(millions)
2019,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,2542,DOLLARS(millions)
2019,J,Information Media and Telecommunications,a_0,Operating profit before tax,150,DOLLARS(millions)
2019,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,55,DOLLARS(millions)
2019,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,-5,DOLLARS(millions)
2019,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,-4,DOLLARS(millions)
2019,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,41,DOLLARS(millions)
2019,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,2,DOLLARS(millions)
2019,J,Information Media and Telecommunications,h_200+,Operating profit before tax,889,DOLLARS(millions)
2019,K,Financial and Insurance Services,a_0,Operating profit before tax,17273,DOLLARS(millions)
2019,K,Financial and Insurance Services,b_1-5,Operating profit before tax,713,DOLLARS(millions)
2019,K,Financial and Insurance Services,c_6-9,Operating profit before tax,281,DOLLARS(millions)
2019,K,Financial and Insurance Services,d_10-19,Operating profit before tax,152,DOLLARS(millions)
2019,K,Financial and Insurance Services,e_20-49,Operating profit before tax,651,DOLLARS(millions)
2019,K,Financial and Insurance Services,f_50-99,Operating profit before tax,314,DOLLARS(millions)
2019,K,Financial and Insurance Services,g_100-199,Operating profit before tax,301,DOLLARS(millions)
2019,K,Financial and Insurance Services,h_200+,Operating profit before tax,9149,DOLLARS(millions)
2019,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,28834,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,7455,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,904,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,84,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,90,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,153,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,67,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,213,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,183,DOLLARS(millions)
2019,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,9149,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,2018,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,865,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,403,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,479,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,593,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,528,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,387,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,1571,DOLLARS(millions)
2019,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,6843,DOLLARS(millions)
2019,N,Administrative and Support Services,a_0,Operating profit before tax,364,DOLLARS(millions)
2019,N,Administrative and Support Services,b_1-5,Operating profit before tax,135,DOLLARS(millions)
2019,N,Administrative and Support Services,c_6-9,Operating profit before tax,83,DOLLARS(millions)
2019,N,Administrative and Support Services,d_10-19,Operating profit before tax,104,DOLLARS(millions)
2019,N,Administrative and Support Services,e_20-49,Operating profit before tax,92,DOLLARS(millions)
2019,N,Administrative and Support Services,f_50-99,Operating profit before tax,43,DOLLARS(millions)
2019,N,Administrative and Support Services,g_100-199,Operating profit before tax,43,DOLLARS(millions)
2019,N,Administrative and Support Services,h_200+,Operating profit before tax,260,DOLLARS(millions)
2019,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,1125,DOLLARS(millions)
2019,O,Public Administration and Safety,a_0,Operating profit before tax,18,DOLLARS(millions)
2019,O,Public Administration and Safety,b_1-5,Operating profit before tax,11,DOLLARS(millions)
2019,O,Public Administration and Safety,c_6-9,Operating profit before tax,8,DOLLARS(millions)
2019,O,Public Administration and Safety,d_10-19,Operating profit before tax,10,DOLLARS(millions)
2019,O,Public Administration and Safety,f_50-99,Operating profit before tax,-3,DOLLARS(millions)
2019,O,Public Administration and Safety,g_100-199,Operating profit before tax,2,DOLLARS(millions)
2019,O,Public Administration and Safety,h_200+,Operating profit before tax,50,DOLLARS(millions)
2019,P,Education and Training,a_0,Operating profit before tax,83,DOLLARS(millions)
2019,P,Education and Training,b_1-5,Operating profit before tax,37,DOLLARS(millions)
2019,P,Education and Training,c_6-9,Operating profit before tax,7,DOLLARS(millions)
2019,P,Education and Training,d_10-19,Operating profit before tax,44,DOLLARS(millions)
2019,P,Education and Training,e_20-49,Operating profit before tax,34,DOLLARS(millions)
2019,P,Education and Training,f_50-99,Operating profit before tax,34,DOLLARS(millions)
2019,P,Education and Training,g_100-199,Operating profit before tax,39,DOLLARS(millions)
2019,P,Education and Training,h_200+,Operating profit before tax,81,DOLLARS(millions)
2019,P,Education and Training,i_Industry_Total,Operating profit before tax,359,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,a_0,Operating profit before tax,708,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,332,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,95,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,85,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,269,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,123,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,243,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,252,DOLLARS(millions)
2019,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,2108,DOLLARS(millions)
2019,R,Arts and Recreation Services,a_0,Operating profit before tax,208,DOLLARS(millions)
2019,R,Arts and Recreation Services,b_1-5,Operating profit before tax,56,DOLLARS(millions)
2019,R,Arts and Recreation Services,c_6-9,Operating profit before tax,26,DOLLARS(millions)
2019,R,Arts and Recreation Services,d_10-19,Operating profit before tax,72,DOLLARS(millions)
2019,R,Arts and Recreation Services,f_50-99,Operating profit before tax,25,DOLLARS(millions)
2019,R,Arts and Recreation Services,h_200+,Operating profit before tax,444,DOLLARS(millions)
2019,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,1134,DOLLARS(millions)
2019,S,Other Services,a_0,Operating profit before tax,300,DOLLARS(millions)
2019,S,Other Services,b_1-5,Operating profit before tax,278,DOLLARS(millions)
2019,S,Other Services,c_6-9,Operating profit before tax,141,DOLLARS(millions)
2019,S,Other Services,d_10-19,Operating profit before tax,140,DOLLARS(millions)
2019,S,Other Services,e_20-49,Operating profit before tax,37,DOLLARS(millions)
2019,S,Other Services,f_50-99,Operating profit before tax,5,DOLLARS(millions)
2019,S,Other Services,g_100-199,Operating profit before tax,13,DOLLARS(millions)
2019,S,Other Services,h_200+,Operating profit before tax,41,DOLLARS(millions)
2019,S,Other Services,i_Industry_Total,Operating profit before tax,955,DOLLARS(millions)
2019,all,All Industries,j_Grand_Total,Operating profit before tax,86377,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,2085,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1841,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,589,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,349,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,192,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,126,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,11,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,125,DOLLARS(millions)
2020,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5318,DOLLARS(millions)
2020,B,Mining,a_0,Operating profit before tax,241,DOLLARS(millions)
2020,B,Mining,b_1-5,Operating profit before tax,18,DOLLARS(millions)
2020,B,Mining,c_6-9,Operating profit before tax,0,DOLLARS(millions)
2020,B,Mining,d_10-19,Operating profit before tax,9,DOLLARS(millions)
2020,B,Mining,e_20-49,Operating profit before tax,30,DOLLARS(millions)
2020,B,Mining,g_100-199,Operating profit before tax,435,DOLLARS(millions)
2020,C,Manufacturing,a_0,Operating profit before tax,259,DOLLARS(millions)
2020,C,Manufacturing,b_1-5,Operating profit before tax,96,DOLLARS(millions)
2020,C,Manufacturing,c_6-9,Operating profit before tax,209,DOLLARS(millions)
2020,C,Manufacturing,d_10-19,Operating profit before tax,308,DOLLARS(millions)
2020,C,Manufacturing,e_20-49,Operating profit before tax,702,DOLLARS(millions)
2020,C,Manufacturing,f_50-99,Operating profit before tax,855,DOLLARS(millions)
2020,C,Manufacturing,g_100-199,Operating profit before tax,587,DOLLARS(millions)
2020,C,Manufacturing,h_200+,Operating profit before tax,3710,DOLLARS(millions)
2020,C,Manufacturing,i_Industry_Total,Operating profit before tax,6726,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,232,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,30,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,21,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,22,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,73,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,49,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,117,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,2011,DOLLARS(millions)
2020,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2556,DOLLARS(millions)
2020,E,Construction,a_0,Operating profit before tax,1729,DOLLARS(millions)
2020,E,Construction,b_1-5,Operating profit before tax,868,DOLLARS(millions)
2020,E,Construction,c_6-9,Operating profit before tax,409,DOLLARS(millions)
2020,E,Construction,d_10-19,Operating profit before tax,439,DOLLARS(millions)
2020,E,Construction,e_20-49,Operating profit before tax,522,DOLLARS(millions)
2020,E,Construction,f_50-99,Operating profit before tax,319,DOLLARS(millions)
2020,E,Construction,g_100-199,Operating profit before tax,226,DOLLARS(millions)
2020,E,Construction,h_200+,Operating profit before tax,503,DOLLARS(millions)
2020,E,Construction,i_Industry_Total,Operating profit before tax,5014,DOLLARS(millions)
2020,F,Wholesale Trade,a_0,Operating profit before tax,505,DOLLARS(millions)
2020,F,Wholesale Trade,b_1-5,Operating profit before tax,483,DOLLARS(millions)
2020,F,Wholesale Trade,c_6-9,Operating profit before tax,265,DOLLARS(millions)
2020,F,Wholesale Trade,d_10-19,Operating profit before tax,569,DOLLARS(millions)
2020,F,Wholesale Trade,e_20-49,Operating profit before tax,815,DOLLARS(millions)
2020,F,Wholesale Trade,f_50-99,Operating profit before tax,675,DOLLARS(millions)
2020,F,Wholesale Trade,g_100-199,Operating profit before tax,215,DOLLARS(millions)
2020,F,Wholesale Trade,h_200+,Operating profit before tax,736,DOLLARS(millions)
2020,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4264,DOLLARS(millions)
2020,G,Retail Trade,a_0,Operating profit before tax,255,DOLLARS(millions)
2020,G,Retail Trade,b_1-5,Operating profit before tax,248,DOLLARS(millions)
2020,G,Retail Trade,c_6-9,Operating profit before tax,183,DOLLARS(millions)
2020,G,Retail Trade,d_10-19,Operating profit before tax,347,DOLLARS(millions)
2020,G,Retail Trade,e_20-49,Operating profit before tax,424,DOLLARS(millions)
2020,G,Retail Trade,f_50-99,Operating profit before tax,262,DOLLARS(millions)
2020,G,Retail Trade,g_100-199,Operating profit before tax,326,DOLLARS(millions)
2020,G,Retail Trade,h_200+,Operating profit before tax,1266,DOLLARS(millions)
2020,G,Retail Trade,i_Industry_Total,Operating profit before tax,3312,DOLLARS(millions)
2020,H,Accommodation and Food Services,a_0,Operating profit before tax,142,DOLLARS(millions)
2020,H,Accommodation and Food Services,b_1-5,Operating profit before tax,114,DOLLARS(millions)
2020,H,Accommodation and Food Services,c_6-9,Operating profit before tax,51,DOLLARS(millions)
2020,H,Accommodation and Food Services,d_10-19,Operating profit before tax,94,DOLLARS(millions)
2020,H,Accommodation and Food Services,e_20-49,Operating profit before tax,114,DOLLARS(millions)
2020,H,Accommodation and Food Services,f_50-99,Operating profit before tax,88,DOLLARS(millions)
2020,H,Accommodation and Food Services,g_100-199,Operating profit before tax,135,DOLLARS(millions)
